,VoltageP1,VoltageP2,TimeIndex
688,3.4894999999999996,0.0,1772668232.9672265
689,3.4995,0.0,1772668233.070953
690,3.5385,0.0,1772668233.1725652
691,3.5044999999999997,0.0,1772668233.274497
692,3.4505000000000003,0.0,1772668233.3757632
693,143.6415,0.0,1772668233.4836457
694,3.524,0.0,1772668233.5855784
695,143.6365,0.0,1772668233.6893141
696,3.4799999999999995,0.0,1772668233.7903337
697,143.2895,0.0,1772668233.893913
698,3.2845000000000004,0.0,1772668233.9952118
699,3.5775,0.0,1772668234.0979636
700,3.5875000000000004,0.0,1772668234.199544
701,3.612,0.0,1772668234.3029835
702,3.6559999999999997,0.0,1772668234.4051461
703,3.6805,0.0,1772668234.5079327
704,3.7095000000000002,0.0,1772668234.609372
705,143.265,140.137,1772668234.7134283
706,3.695,70.0685,1772668234.816324
707,3.7195,140.137,1772668234.9181952
708,0.0,0.0,1772668235.0210261
709,0.0,0.0,1772668235.122766
710,3.519,0.0,1772668235.2248082
711,3.729,0.0,1772668235.3282166
712,3.0645,0.0,1772668235.4290187
713,0.5475,0.0,1772668235.532604
714,0.0,1.1195,1772668235.63513
715,0.0,0.0,1772668235.7363079
716,0.0,0.0,1772668235.8382807
717,0.9675,0.0,1772668235.9401839
718,0.078,0.0,1772668236.0444465
719,1.3050000000000002,0.0,1772668236.1462705
720,0.0,0.0,1772668236.2467165
721,0.0,0.0,1772668236.3481996
722,1.2025,0.0,1772668236.4491916
723,0.0,0.0,1772668236.551648
724,0.0,0.0,1772668236.6528277
725,0.7965,0.44499999999999995,1772668236.754571
726,0.0,140.137,1772668236.858848
727,0.0,0.0,1772668236.9612892
728,3.0645,0.0,1772668237.0634003
729,0.0,0.0,1772668237.1655214
730,0.0685,0.0,1772668237.2687027
731,0.782,140.137,1772668237.3702548
732,0.0,0.0,1772668237.4732494
733,0.0,0.0,1772668237.5744524
734,143.265,0.0,1772668237.6782796
735,0.875,140.137,1772668237.7808948
736,0.1515,0.0,1772668237.882869
737,0.0,0.0,1772668237.9853988
738,0.0,0.0,1772668238.0879252
739,143.265,0.0,1772668238.1905074
740,1.52,0.0,1772668238.2930286
741,1.3295000000000001,2.346,1772668238.3958936
742,0.0,0.0,1772668238.4966326
743,0.0,0.0,1772668238.599521
744,0.479,0.0,1772668238.702227
745,2.0675,0.0,1772668238.8031068
746,1.603,2.346,1772668238.9066398
747,1.3,0.0,1772668239.008638
748,0.4985,0.0,1772668239.1116652
749,0.0,0.0,1772668239.2143793
750,143.27,0.0,1772668239.3164444
751,0.4985,140.137,1772668239.41846
752,3.3234999999999997,0.0,1772668239.5216908
753,3.2455,0.0,1772668239.6233633
754,3.128,0.0,1772668239.7264042
755,3.1185,0.0,1772668239.8289595
756,3.0940000000000003,0.0,1772668239.9301841
757,3.1135,0.0,1772668240.03296
758,0.0,5.0,1772668240.1353395
759,0.0,143.265,1772668240.238415
760,1.691,0.0,1772668240.3401554
761,3.182,0.0,1772668240.44298
762,3.0940000000000003,3.5975,1772668240.54587
763,3.045,0.0,1772668240.6478574
764,2.9765,0.0,1772668240.7494936
765,3.0204999999999997,0.0,1772668240.851402
766,3.006,0.0,1772668240.9544628
767,0.0,0.0,1772668241.0572894
768,143.749,0.0,1772668241.1596625
769,3.05,0.0,1772668241.2619686
770,3.0985,0.0,1772668241.3636816
771,0.0,0.254,1772668241.4668233
772,1.5054999999999998,57.400000000000006,1772668241.5708296
773,0.0,1.3295000000000001,1772668241.6714122
774,0.0,4.7705,1772668241.7736704
775,0.0,140.7575,1772668241.8762944
776,3.3579999999999997,0.0,1772668241.9789703
777,3.2355,0.0,1772668242.0811825
778,0.044000000000000004,0.01,1772668242.1844099
779,0.08800000000000001,1.7349999999999999,1772668242.284773
780,0.0,1.095,1772668242.3883438
781,2.7515,0.0,1772668242.4904716
782,3.1719999999999997,0.0,1772668242.593041
783,3.1965,16.1095,1772668242.695256
784,143.573,0.45449999999999996,1772668242.7983475
785,1.7890000000000001,0.45449999999999996,1772668242.9004724
786,1.7205000000000001,140.137,1772668243.0031776
787,2.6395,0.0,1772668243.1050084
788,3.2065,140.137,1772668243.208254
789,3.2455,0.0,1772668243.3098829
790,3.2990000000000004,0.0,1772668243.4122992
791,2.8445,0.10250000000000001,1772668243.514955
792,143.27450000000002,0.313,1772668243.6174722
793,0.0,0.386,1772668243.7194138
794,3.0545,0.0,1772668243.8216317
795,3.133,0.0,1772668243.9236717
796,2.908,140.137,1772668244.026406
797,2.9959999999999996,0.0,1772668244.1291287
798,2.9325,0.0,1772668244.2315712
799,2.962,1.1195,1772668244.3379407
800,2.9425,0.0,1772668244.4405866
801,2.9130000000000003,0.0,1772668244.541439
802,2.8834999999999997,0.0,1772668244.6453557
803,2.9130000000000003,0.0,1772668244.7471018
804,2.8834999999999997,0.0,1772668244.8499005
805,2.9275,0.0,1772668244.9516535
806,143.7245,0.0,1772668245.0551271
807,0.0,0.42999999999999994,1772668245.156514
808,0.0,0.36150000000000004,1772668245.258522
809,0.0,140.4645,1772668245.362965
810,0.0,0.479,1772668245.46395
811,0.0,0.4985,1772668245.5669086
812,0.0,0.8115,1772668245.6684396
813,0.9189999999999999,0.6795,1772668245.7717834
814,143.265,0.4155,1772668245.8734949
815,0.0,0.7965,1772668245.976219
816,1.095,0.9725,1772668246.078578
817,0.0,140.4495,1772668246.1810265
818,0.0,140.2935,1772668246.2840734
819,0.0,0.7084999999999999,1772668246.3856223
820,0.0,0.738,1772668246.488796
821,140.137,0.513,1772668246.5908492
822,0.0,140.6405,1772668246.6931226
823,0.0,0.562,1772668246.7954907
824,0.0,0.616,1772668246.8976145
825,0.0,0.0,1772668247.0016775
826,141.256,0.562,1772668247.1067843
827,0.0,0.6255,1772668247.2086558
828,0.0,0.611,1772668247.31039
829,0.0,0.6305,1772668247.4127972
830,0.0,140.7135,1772668247.516497
831,0.0,0.777,1772668247.6189349
832,143.265,1.007,1772668247.7212574
833,0.0,0.9239999999999999,1772668247.8230681
834,0.0,0.8799999999999999,1772668247.9253738
835,0.0,0.8845000000000001,1772668248.027871
836,0.0,0.8115,1772668248.1301274
837,0.0,0.8160000000000001,1772668248.2332866
838,0.2295,140.137,1772668248.3361812
839,0.513,0.033999999999999996,1772668248.4380236
840,143.265,0.0,1772668248.5397239
841,0.0,0.5965,1772668248.642998
842,0.0,0.66,1772668248.7452362
843,0.0,0.777,1772668248.8477123
844,0.0,0.865,1772668248.949387
845,0.0,0.8555,1772668249.051472
846,0.171,0.0,1772668249.1548278
847,0.6255,0.6940000000000001,1772668249.2574716
848,0.0,0.8260000000000001,1772668249.3592129
849,0.0,0.8505,1772668249.4615905
850,0.0,0.8505,1772668249.5639489
851,0.0,1.1195,1772668249.6666741
852,0.0,0.0,1772668249.7689078
853,0.0,0.7625,1772668249.8715944
854,0.0,0.8455,1772668249.9735284
855,1.7449999999999999,0.831,1772668250.0769265
856,0.0,0.7235,1772668250.1787534
857,0.0,0.7135,1772668250.2798033
858,0.0,0.748,1772668250.382879
859,0.0,0.8455,1772668250.485395
860,0.0,0.9139999999999999,1772668250.5877638
861,0.0,0.958,1772668250.6897938
862,0.0,0.9335,1772668250.7925596
863,143.265,0.9725,1772668250.8956575
864,0.0,0.7084999999999999,1772668250.9976869
865,0.0,140.137,1772668251.0997212
866,0.0,0.0,1772668251.202802
867,0.0,140.137,1772668251.305667
868,0.0,0.0,1772668251.4073052
869,0.0,0.11249999999999999,1772668251.5091746
870,0.0,1.095,1772668251.6119683
871,0.0,0.396,1772668251.7142694
872,143.265,0.0,1772668251.8169205
873,0.0,0.0,1772668251.9193144
874,0.0,0.254,1772668252.0215154
875,0.0,140.611,1772668252.1238444
876,143.265,0.5035,1772668252.226739
877,0.0,0.489,1772668252.328698
878,0.0,0.0,1772668252.4310324
879,0.0,0.0,1772668252.532866
880,0.0,143.5435,1772668252.639244
881,0.0,1.6375000000000002,1772668252.742631
882,0.0,1.3245,1772668252.8453188
883,0.0,0.0,1772668252.9472554
884,3.9884999999999997,0.0,1772668253.0498571
885,3.8024999999999998,0.0,1772668253.15135
886,4.2425,140.215,1772668253.254769
887,3.3335,1.129,1772668253.3558016
888,3.3725,1.0995000000000001,1772668253.4592612
889,3.1085000000000003,1.1045,1772668253.5619967
890,4.042,0.18100000000000002,1772668253.6629868
891,0.0295,0.396,1772668253.765148
892,1.095,0.166,1772668253.8730693
893,0.0,0.748,1772668253.9749641
894,0.0,0.6940000000000001,1772668254.0773873
895,0.0,140.474,1772668254.1796715
896,3.3579999999999997,140.137,1772668254.2829304
897,143.7,0.0,1772668254.3852272
898,143.832,0.264,1772668254.4870763
899,3.5484999999999998,0.36650000000000005,1772668254.5896628
900,143.2895,0.298,1772668254.692794
901,3.5825,144.3595,1772668254.795423
902,3.607,0.337,1772668254.8973372
903,3.485,0.3175,1772668254.999618
904,3.5435,0.36150000000000004,1772668255.1013756
905,143.2895,0.386,1772668255.2039995
906,1.7935,0.42500000000000004,1772668255.3065228
907,0.0,0.5815,1772668255.408666
908,0.0,0.6255,1772668255.5115008
909,0.0,140.1415,1772668255.614806
910,0.0,0.655,1772668255.715374
911,0.0,0.7135,1772668255.818691
912,0.0,0.6795,1772668255.9213862
913,0.0,0.7430000000000001,1772668256.0230834
914,143.265,0.6845,1772668256.1258733
915,2.8105,0.66,1772668256.228442
916,3.5825,0.1465,1772668256.3306096
917,3.4455,140.137,1772668256.4338813
918,3.5875000000000004,0.0,1772668256.53481
919,3.5095,0.616,1772668256.637175
920,2.004,0.5965,1772668256.739093
921,3.5975,0.6305,1772668256.84434
922,3.3725,0.259,1772668256.9490693
923,3.0940000000000003,0.5815,1772668257.0517166
924,143.822,0.264,1772668257.1541712
925,3.6365,140.137,1772668257.2566476
926,0.342,0.34700000000000003,1772668257.3595498
927,3.1965,0.36650000000000005,1772668257.4607706
928,3.382,0.0,1772668257.5629177
929,143.2895,0.0,1772668257.6662002
930,3.485,143.5095,1772668257.7688653
931,3.3579999999999997,140.4595,1772668257.8707159
932,3.27,0.298,1772668257.9732552
933,3.25,0.298,1772668258.0742013
934,0.264,0.342,1772668258.177889
935,143.426,0.0195,1772668258.280189
936,3.0255,0.40099999999999997,1772668258.382613
937,0.0,0.2835,1772668258.4842865
938,0.0,0.5720000000000001,1772668258.5867176
939,0.0,0.5375,1772668258.689965
940,0.0,0.5525,1772668258.791428
941,0.0,0.46449999999999997,1772668258.8949096
942,143.27450000000002,0.6990000000000001,1772668258.9970217
943,3.133,0.0,1772668259.099444
944,3.035,0.0,1772668259.2019973
945,0.0,0.567,1772668259.303794
946,0.0,0.5375,1772668259.4065769
947,0.616,0.4935,1772668259.5081706
948,3.4165,0.0,1772668259.6114264
949,3.4065000000000003,140.137,1772668259.7142544
950,143.2895,0.01,1772668259.8168197
951,0.0,36.911,1772668259.9188986
952,0.0,140.474,1772668260.021434
953,0.0,0.43999999999999995,1772668260.1222136
954,0.0,140.5865,1772668260.225819
955,0.171,0.0,1772668260.328442
956,0.0,0.0,1772668260.4301035
957,0.0,0.0,1772668260.531029
958,0.27849999999999997,0.0,1772668260.631815
959,1.09,0.0,1772668260.7337964
960,1.178,0.0,1772668260.8358922
961,0.0,0.0635,1772668260.9389064
962,1.036,140.137,1772668261.0416846
963,0.2345,0.0,1772668261.1429865
964,0.479,0.0,1772668261.2457118
965,0.9825,0.0,1772668261.3472514
966,0.2935,0.3225,1772668261.449743
967,143.265,50.6745,1772668261.5536458
968,0.0,0.391,1772668261.6548753
969,0.0,0.342,1772668261.7576535
970,0.42999999999999994,0.0,1772668261.85925
971,143.265,0.0,1772668261.9626536
972,1.0655000000000001,0.0,1772668262.0648146
973,1.129,0.0195,1772668262.1660259
974,0.0,0.18100000000000002,1772668262.2690709
975,143.265,41.916000000000004,1772668262.3726733
976,0.0,0.42500000000000004,1772668262.4742985
977,0.0,0.46449999999999997,1772668262.5768473
978,2.7955,0.0,1772668262.6780124
979,2.6345,0.0,1772668262.781659
980,0.0,0.381,1772668262.884158
981,0.0,0.5965,1772668262.9864836
982,0.0,0.528,1772668263.090454
983,0.0,0.6255,1772668263.1912398
984,7.263,0.6845,1772668263.2942474
985,0.9875,0.6405,1772668263.3961816
986,0.875,0.5865,1772668263.4976609
987,143.265,0.606,1772668263.6010537
988,0.0,1.095,1772668263.703182
989,0.0,0.601,1772668263.80888
990,0.8405,0.5865,1772668263.911507
991,0.0,143.265,1772668264.0142817
992,140.1415,0.6795,1772668264.1168435
993,0.0,0.6890000000000001,1772668264.218675
994,0.0,0.5915,1772668264.3232787
995,0.35700000000000004,140.137,1772668264.425441
996,0.0,0.562,1772668264.5265157
997,0.0,0.616,1772668264.6288195
998,1.3685,0.4935,1772668264.7303927
999,0.0,0.601,1772668264.8336082
1000,143.265,0.5325,1772668264.935944
1001,0.0,0.5765,1772668265.037813
1002,0.0,0.6255,1772668265.139414
1003,0.0,0.611,1772668265.240321
1004,0.0,0.611,1772668265.3417718
1005,0.606,0.6355,1772668265.4438727
1006,0.6940000000000001,0.645,1772668265.5465941
1007,3.7780000000000005,0.0,1772668265.6477966
1008,3.651,0.0,1772668265.7508712
1009,3.9979999999999998,0.0,1772668265.8539753
1010,3.91,0.0,1772668265.955423
1011,3.866,0.0,1772668266.058302
1012,3.8855,140.137,1772668266.1606264
1013,13.793,0.0,1772668266.2643125
1014,3.8465,0.0,1772668266.3654394
1015,3.8565,0.0,1772668266.4668171
1016,141.2315,0.0,1772668266.574218
1017,3.91,0.0,1772668266.6768103
1018,3.9639999999999995,0.0,1772668266.778799
1019,0.0,5.0,1772668266.8812125
1020,3.607,3.7535000000000003,1772668266.9843154
1021,0.0295,0.0,1772668267.0865972
1022,3.9884999999999997,0.0,1772668267.188799
1023,3.9734999999999996,0.0,1772668267.2913914
1024,0.0,5.0,1772668267.3940415
1025,4.037,37.3805,1772668267.496649
1026,3.993,0.0,1772668267.5983133
1027,3.8514999999999997,0.0,1772668267.700702
1028,4.037,140.137,1772668267.8029902
1029,1.095,1.1195,1772668267.9065368
1030,0.0,2.3899999999999997,1772668268.0085142
1031,3.9050000000000002,0.0,1772668268.110313
1032,4.008,0.0,1772668268.2129726
1033,4.037,0.0,1772668268.314892
1034,3.9785,0.0,1772668268.4172032
1035,0.0,5.0,1772668268.5196948
1036,0.0,5.0,1772668268.622049
1037,143.265,5.0,1772668268.7249944
1038,3.9539999999999997,0.0,1772668268.8263662
1039,0.0,4.428,1772668268.928995
1040,0.396,0.0,1772668269.0317297
1041,3.915,3.9050000000000002,1772668269.1342044
1042,3.9835,0.0,1772668269.2368627
1043,3.9639999999999995,0.0,1772668269.339301
1044,0.0,2.1165000000000003,1772668269.439965
1045,30.655,2.077,1772668269.5438974
1046,0.0,3.387,1772668269.6460323
1047,3.9589999999999996,0.0,1772668269.7486465
1048,3.8565,0.0,1772668269.8508096
1049,0.0,5.0,1772668269.9533377
1050,3.8465,0.0,1772668270.055388
1051,3.8465,0.0,1772668270.1581485
1052,3.866,0.0,1772668270.259541
1053,3.8955,0.0,1772668270.3630266
1054,3.9245,3.7535000000000003,1772668270.465438
1055,3.9835,0.0,1772668270.5678215
1056,4.0565,0.0,1772668270.6703594
1057,4.047,0.0,1772668270.772911
1058,143.4945,0.0,1772668270.8748717
1059,3.6020000000000003,0.0,1772668270.9768066
1060,3.7585,0.0,1772668271.0799458
1061,143.436,0.0,1772668271.1828222
1062,143.29399999999998,3.7535000000000003,1772668271.285628
1063,3.8514999999999997,140.137,1772668271.3864777
1064,3.514,0.0,1772668271.489015
1065,1.4565000000000001,0.6255,1772668271.5928519
1066,140.137,0.0,1772668271.7015865
1067,3.8415,0.0,1772668271.8046024
1068,3.827,140.137,1772668271.9069545
1069,3.8415,0.0,1772668272.0094423
1070,3.827,1.1195,1772668272.1153326
1071,9.8535,0.0,1772668272.2197692
1072,3.4894999999999996,0.0,1772668272.3205886
1073,3.8415,0.0,1772668272.4229777
1074,3.8609999999999998,0.0,1772668272.5251315
1075,3.734,3.7095000000000002,1772668272.628417
1076,3.734,0.0,1772668272.7301238
1077,3.7685000000000004,0.0,1772668272.8328576
1078,3.749,0.0,1772668272.9337
1079,3.7880000000000003,0.0,1772668273.034758
1080,3.436,0.0,1772668273.139859
1081,3.7145,0.0,1772668273.2417743
1082,3.9589999999999996,0.0,1772668273.3442738
1083,3.739,0.0,1772668273.4469926
1084,3.6414999999999997,0.0,1772668273.5493336
1085,3.6559999999999997,0.0,1772668273.652256
1086,3.7095000000000002,0.0,1772668273.753615
1087,3.695,0.0,1772668273.8565924
1088,3.402,0.0,1772668273.9590774
1089,3.382,0.0,1772668274.061575
1090,3.8415,0.0,1772668274.16324
1091,3.8565,0.0,1772668274.2664437
1092,3.8565,0.0,1772668274.3686152
1093,3.866,0.0,1772668274.4705846
1094,3.4699999999999998,0.0,1772668274.5730665
1095,3.4455,0.0,1772668274.6754994
1096,3.4455,144.3595,1772668274.779215
1097,3.7880000000000003,0.0,1772668274.8810546
1098,3.749,0.0,1772668274.9833264
1099,3.7195,0.0,1772668275.0853007
1100,76.95,140.137,1772668275.1885614
1101,3.7145,0.0,1772668275.289732
1102,3.7830000000000004,0.0,1772668275.3920615
1103,1.1195,0.0,1772668275.496268
1104,3.793,0.0,1772668275.597703
1105,3.773,0.0,1772668275.6999297
1106,4.223,0.0,1772668275.8029308
1107,3.646,0.0,1772668275.904436
1108,3.5925000000000002,0.0,1772668276.007204
1109,3.5925000000000002,0.0,1772668276.1098638
1110,3.6654999999999998,0.0,1772668276.2113702
1111,143.2895,0.0,1772668276.314154
1112,3.793,0.0,1772668276.41595
1113,3.8125,0.0,1772668276.5189438
1114,3.7585,0.0,1772668276.620738
1115,0.0,3.128,1772668276.7227025
1116,3.9445,0.0,1772668276.8264542
1117,3.9884999999999997,0.0,1772668276.9285142
1118,3.7635,0.0,1772668277.0310807
1119,3.7635,0.0,1772668277.133288
1120,4.8535,140.137,1772668277.2360878
1121,0.5325,0.0,1772668277.3386984
1122,4.9365,0.0,1772668277.4400308
1123,4.311,0.0,1772668277.5429974
1124,4.3205,0.0,1772668277.6450152
1125,143.299,0.0,1772668277.747796
1126,4.785,0.0,1772668277.8496716
1127,4.7115,0.0,1772668277.9516804
1128,4.384,0.0,1772668278.0549088
1129,4.301,0.0,1772668278.1578834
1130,143.744,0.0,1772668278.2592785
1131,4.184,0.0,1772668278.3621716
1132,4.125,0.0,1772668278.464699
1133,4.091,0.0,1772668278.5678728
1134,4.0665000000000004,0.0,1772668278.6687946
1135,4.0175,0.0,1772668278.7723196
1136,4.0175,33.1575,1772668278.8740017
1137,143.558,0.0,1772668278.9771285
1138,4.003,0.0,1772668279.0778747
1139,3.9639999999999995,0.0,1772668279.181195
1140,4.003,0.0,1772668279.2835515
1141,4.047,0.0,1772668279.386212
1142,3.993,0.0,1772668279.4876902
1143,3.9785,0.0,1772668279.5912466
1144,4.0325,0.0,1772668279.69339
1145,0.21499999999999997,0.0,1772668279.7958033
1146,3.9589999999999996,0.0,1772668279.8982966
1147,3.9245,0.0,1772668280.000728
1148,140.137,16.266000000000002,1772668280.1039443
1149,3.876,140.137,1772668280.2094562
1150,140.166,0.0,1772668280.3119435
1151,3.827,0.0,1772668280.4143262
1152,3.8369999999999997,0.0,1772668280.515901
1153,3.876,0.0,1772668280.61926
1154,3.773,0.0,1772668280.721904
1155,3.8024999999999998,0.0,1772668280.8242657
1156,3.871,0.0,1772668280.9264112
1157,3.9005,0.0,1772668281.028701
1158,3.871,0.0,1772668281.1307294
1159,143.3625,0.0,1772668281.2334747
1160,3.7830000000000004,0.0,1772668281.336111
1161,3.7780000000000005,0.0,1772668281.4378593
1162,3.7635,140.137,1772668281.5412
1163,3.8514999999999997,0.0,1772668281.6430418
1164,3.832,0.0,1772668281.7454064
1165,3.8369999999999997,0.0,1772668281.8461604
1166,143.265,5.0,1772668281.9502654
1167,0.0,5.0,1772668282.0514488
1168,0.0,140.572,1772668282.1550388
1169,143.265,3.8565,1772668282.2573204
1170,0.0,2.9325,1772668282.3598738
1171,3.2305,0.0,1772668282.461448
1172,0.127,0.0,1772668282.5646694
1173,3.1719999999999997,0.0,1772668282.6665497
1174,143.265,0.518,1772668282.7691271
1175,0.0,0.0,1772668282.8721323
1176,0.0,140.137,1772668282.9742072
1177,1.227,0.0295,1772668283.0760791
1178,0.10749999999999998,0.0,1772668283.1788225
1179,0.0,0.0,1772668283.2813933
1180,0.0,0.0,1772668283.384004
1181,0.0,0.0,1772668283.4849305
1182,0.0,0.0245,1772668283.588486
1183,0.0,1.095,1772668283.6923645
1184,0.0,0.0,1772668283.7933724
1185,0.0,0.0,1772668283.8955765
1186,0.0,0.0,1772668283.9979331
1187,143.265,0.1175,1772668284.1018214
1188,0.0,0.337,1772668284.2030528
1189,0.0,0.0,1772668284.305776
1190,143.265,0.0,1772668284.4078
1191,0.0,140.137,1772668284.510375
1192,0.0,0.0,1772668284.6126385
1193,0.0,0.0,1772668284.7145624
1194,0.0,0.21999999999999997,1772668284.8170905
1195,143.265,0.0,1772668284.919661
1196,0.0,0.0,1772668285.0216758
1197,0.0,140.137,1772668285.1249034
1198,0.0,0.0,1772668285.2258415
1199,0.0,143.265,1772668285.3298318
1200,0.0,0.014499999999999999,1772668285.4314811
1201,143.265,0.0,1772668285.5340703
1202,0.0,0.0585,1772668285.634725
1203,0.0,1.095,1772668285.7365458
1204,0.0,0.12200000000000001,1772668285.8367746
1205,0.0,0.0,1772668285.9398043
1206,0.0,0.0,1772668286.0429304
1207,0.0,140.137,1772668286.1438549
1208,1.095,0.0,1772668286.2508426
1209,0.0,0.0735,1772668286.353152
1210,0.0,0.0,1772668286.4557385
1211,0.0,0.098,1772668286.5582795
1212,0.0,0.0,1772668286.6608791
1213,0.0,3.0545,1772668286.7629535
1214,3.7195,0.0,1772668286.864376
1215,3.7245,140.137,1772668286.9676566
1216,3.729,0.0,1772668287.0704334
1217,3.7145,0.0,1772668287.171724
1218,3.685,0.0,1772668287.2741055
1219,140.6845,0.0,1772668287.377315
1220,3.524,140.137,1772668287.4802496
1221,3.2355,0.0,1772668287.5808177
1222,0.0,1.6764999999999999,1772668287.6822367
1223,0.0,0.6940000000000001,1772668287.7829814
1224,143.8465,0.0,1772668287.885035
1225,3.8024999999999998,0.0,1772668287.986687
1226,3.793,0.0,1772668288.0900846
1227,3.3775,0.0,1772668288.1920505
1228,3.3285,27.527,1772668288.2953887
1229,3.402,0.0,1772668288.397142
1230,3.7,0.0,1772668288.4994502
1231,3.8024999999999998,0.0,1772668288.6010287
1232,1.095,2.4145,1772668288.7041314
1233,0.0,2.4635000000000002,1772668288.8069804
1234,0.0,0.6990000000000001,1772668288.9089277
1235,2.947,0.313,1772668289.0108082
1236,3.4605,140.137,1772668289.113873
1237,3.573,0.049,1772668289.2164137
1238,3.6315,0.171,1772668289.3184915
1239,0.0,2.1995,1772668289.419674
1240,41.2905,2.6245000000000003,1772668289.5232825
1241,0.0,23.015500000000003,1772668289.6258996
1242,3.182,0.0,1772668289.727236
1243,0.0245,0.0,1772668289.8308694
1244,3.0940000000000003,77.4195,1772668289.933088
1245,0.0,0.9039999999999999,1772668290.0359004
1246,0.0,0.997,1772668290.1376195
1247,16.266000000000002,0.7575,1772668290.2396078
1248,3.084,0.0,1772668290.3420334
1249,2.967,0.0,1772668290.4453075
1250,0.6405,0.0,1772668290.5471256
1251,3.4115,0.0,1772668290.6477008
1252,3.749,0.0,1772668290.748525
1253,1.095,1.178,1772668290.8548734
1254,143.265,1.1045,1772668290.9576232
1255,0.0,0.269,1772668291.0594807
1256,3.1864999999999997,0.0,1772668291.1621614
1257,3.2455,140.137,1772668291.2644749
1258,3.123,140.137,1772668291.3666148
1259,3.7635,0.0,1772668291.4689958
1260,0.0,4.3595,1772668291.5707839
1261,0.0,3.1965,1772668291.6736193
1262,0.0,1.53,1772668291.7758439
1263,3.7585,0.0,1772668291.8781257
1264,3.7685000000000004,0.0,1772668291.9795165
1265,143.265,140.137,1772668292.0879354
1266,0.0,1.4025,1772668292.1894329
1267,0.0,0.772,1772668292.2918584
1268,0.0,140.137,1772668292.3952513
1269,3.685,0.0,1772668292.4969466
1270,3.744,143.265,1772668292.5993805
1271,3.734,0.0,1772668292.7018406
1272,0.0,1.129,1772668292.8041444
1273,0.0,0.616,1772668292.9058645
1274,0.0,0.0,1772668293.0088463
1275,0.21499999999999997,0.0,1772668293.1111174
1276,0.0,0.0,1772668293.213077
1277,3.6704999999999997,0.0,1772668293.3157766
1278,3.6414999999999997,140.137,1772668293.4191458
1279,0.0,3.9835,1772668293.5206075
1280,0.0,1.134,1772668293.6237307
1281,0.0,0.35200000000000004,1772668293.7258162
1282,1.1195,0.0,1772668293.8289669
1283,0.0,0.0,1772668293.930524
1284,3.7095000000000002,0.0,1772668294.033213
1285,0.0,0.0,1772668294.1353824
1286,0.0,143.265,1772668294.2396934
1287,0.0,0.0,1772668294.3407638
1288,143.265,0.098,1772668294.44219
1289,1.7890000000000001,0.0,1772668294.5445478
1290,3.7685000000000004,0.0,1772668294.6468828
1291,3.822,140.137,1772668294.7498593
1292,3.744,0.0,1772668294.8521
1293,0.0,1.2025,1772668294.9542756
1294,0.0,140.137,1772668295.0569022
1295,143.27,0.0,1772668295.160195
1296,143.392,0.0,1772668295.261587
1297,3.563,0.0,1772668295.3636913
1298,143.34799999999998,0.0,1772668295.4665627
1299,3.822,0.0,1772668295.5689409
1300,0.0,1.168,1772668295.6720243
1301,140.137,0.8505,1772668295.7747164
1302,1.134,0.0295,1772668295.8761055
1303,3.2940000000000005,0.0,1772668295.9785554
1304,3.382,0.0,1772668296.0804846
1305,3.8125,0.0,1772668296.1830406
1306,3.7585,0.0,1772668296.2856553
1307,0.0,140.1415,1772668296.3887181
1308,0.0,140.616,1772668296.489883
1309,0.0,0.35700000000000004,1772668296.591545
1310,0.0,0.0,1772668296.6950195
1311,143.2895,0.0,1772668296.797658
1312,3.734,0.0,1772668296.8992784
1313,3.7975,140.137,1772668297.0018916
1314,0.0,1.271,1772668297.1037362
1315,0.0,62.585499999999996,1772668297.2075315
1316,0.0,1.2755,1772668297.3093026
1317,143.46550000000002,0.0,1772668297.4119933
1318,4.0665000000000004,0.0,1772668297.5140576
1319,143.54850000000002,0.0,1772668297.6156626
1320,0.0,143.27450000000002,1772668297.7231698
1321,0.0,0.1905,1772668297.8257585
1322,1.393,0.0,1772668297.9277546
1323,3.558,140.137,1772668298.0305092
1324,3.7830000000000004,0.0,1772668298.1331909
1325,3.8905000000000003,0.0,1772668298.235009
1326,0.0,1.4124999999999999,1772668298.3379009
1327,0.0,0.6845,1772668298.4395642
1328,2.5805,140.137,1772668298.5429835
1329,3.392,0.0,1772668298.6446004
1330,3.617,0.0,1772668298.7475498
1331,3.8169999999999997,3.7535000000000003,1772668298.850264
1332,141.2315,1.3635,1772668298.9557128
1333,143.265,0.8455,1772668299.058865
1334,2.3315,0.0,1772668299.1610336
1335,3.4945,0.0,1772668299.262977
1336,3.871,0.0,1772668299.366601
1337,3.8125,140.137,1772668299.4681613
1338,0.0,0.7235,1772668299.5722108
1339,0.0,0.645,1772668299.6730535
1340,140.137,0.0,1772668299.775848
1341,1.168,9.8535,1772668299.877972
1342,0.7625,0.0,1772668299.9794614
1343,3.705,0.0,1772668300.081597
1344,3.7145,140.137,1772668300.1851041
1345,1.002,1.095,1772668300.2886083
1346,0.0,0.7084999999999999,1772668300.389318
1347,0.0,0.0,1772668300.4923549
1348,1.1195,0.0,1772668300.5949683
1349,3.6755,1.1195,1772668300.6969619
1350,3.6609999999999996,140.137,1772668300.7980747
1351,0.567,0.0,1772668300.9016895
1352,0.0,0.9285,1772668301.0043955
1353,0.0,0.7525,1772668301.1069467
1354,0.4935,0.0735,1772668301.2079775
1355,0.127,0.0,1772668301.3104448
